"Airport/Carrier","Max/Min Devs"
"MQ-MEM",218
"MQ-MEM",-43
"MQ-MIA",175
"MQ-MIA",-47
"MQ-MKE",234
"MQ-MKE",-41
"MQ-MLI",243
"MQ-MLI",-31
"MQ-MLU",113
"MQ-MLU",-48
"MQ-MOB",278
"MQ-MOB",-30
"MQ-MQT",132
"MQ-MQT",-23
"MQ-MRY",71
"MQ-MRY",-32
"MQ-MSN",190
"MQ-MSN",-45
"MQ-MSP",202
"MQ-MSP",-41
"MQ-MSY",61
"MQ-MSY",-23
"MQ-MTJ",83
"MQ-MTJ",-25
"MQ-OAK",93
"MQ-OAK",-30
"MQ-OKC",206
"MQ-OKC",-31
"MQ-OMA",206
"MQ-OMA",-30
"MQ-ORD",301
"MQ-ORD",-46
"MQ-ORF",183
"MQ-ORF",-36
"MQ-ORH",60
"MQ-ORH",-38
"MQ-PHL",184
"MQ-PHL",-39
"MQ-PHX",120
"MQ-PHX",-26
"MQ-PIA",268
"MQ-PIA",-29
"MQ-PIT",196
"MQ-PIT",-52
"MQ-PNS",121
"MQ-PNS",-30
"MQ-PSP",55
"MQ-PSP",-23
"MQ-PVD",287
"MQ-PVD",-32
"MQ-PWM",137
"MQ-PWM",-35
"MQ-RDU",339
"MQ-RDU",-81
"MQ-RIC",197
"MQ-RIC",-34
"MQ-ROC",269
"MQ-ROC",-47
"MQ-ROW",108
"MQ-ROW",-22
"MQ-RST",252
"MQ-RST",-27
"MQ-RSW",151
"MQ-RSW",-16
"MQ-SAN",126
"MQ-SAN",-26
"MQ-SAT",75
"MQ-SAT",-19
"MQ-SAV",140
"MQ-SAV",-39
"MQ-SBA",145
"MQ-SBA",-34
"MQ-SBP",137
"MQ-SBP",-27
"MQ-SDF",194
"MQ-SDF",-34
"MQ-SFO",93
"MQ-SFO",-23
"MQ-SGF",208
"MQ-SGF",-42
"MQ-SHV",165
"MQ-SHV",-33
"MQ-SJC",195
"MQ-SJC",-31
"MQ-SJT",179
"MQ-SJT",-30
"MQ-SJU",18
"MQ-SJU",-9
"MQ-SNA",140
"MQ-SNA",-36
"MQ-SPI",67
"MQ-SPI",-23
"MQ-SPS",115
"MQ-SPS",-22
"MQ-STL",209
"MQ-STL",-42
"MQ-STT",15
"MQ-STT",-11
"MQ-STX",2
"MQ-STX",2
"MQ-SWF",215
"MQ-SWF",-36
"MQ-SYR",267
"MQ-SYR",-53
"MQ-TLH",32
"MQ-TLH",-26
"MQ-TOL",199
"MQ-TOL",-30
"MQ-TPA",73
"MQ-TPA",-20
"MQ-TUL",204
"MQ-TUL",-36
"MQ-TVC",164
"MQ-TVC",-50
"MQ-TXK",103
"MQ-TXK",-23
"MQ-TYR",130
"MQ-TYR",-32
"MQ-TYS",214
"MQ-TYS",-36
"MQ-VPS",132
"MQ-VPS",-39
"MQ-XNA",245
"MQ-XNA",-71
"NW-ABE",118
"NW-ABE",-29
"NW-ABQ",127
"NW-ABQ",-38
"NW-ALB",158
"NW-ALB",-31
"NW-ANC",109
"NW-ANC",-60
"NW-ATL",215
"NW-ATL",-41
"NW-AUS",108
"NW-AUS",-37
"NW-AZO",235
"NW-AZO",-36
"NW-BDL",192
"NW-BDL",-51
"NW-BHM",157
"NW-BHM",-32
"NW-BIL",124
"NW-BIL",-32
"NW-BIS",129
"NW-BIS",-25
"NW-BNA",150
"NW-BNA",-35
"NW-BOI",153
"NW-BOI",-35
"NW-BOS",200
"NW-BOS",-55
"NW-BTR",148
"NW-BTR",-19
"NW-BTV",49
"NW-BTV",-23
"NW-BUF",144
"NW-BUF",-45
"NW-BWI",216
"NW-BWI",-50
"NW-BZN",119
"NW-BZN",-35
"NW-CHS",36
"NW-CHS",-31
"NW-CID",196
"NW-CID",-29
"NW-CLE",232
"NW-CLE",-39
"NW-CLT",195
"NW-CLT",-43
"NW-CMH",210
"NW-CMH",-34
"NW-COS",158
"NW-COS",-31
"NW-CVG",129
"NW-CVG",-26
"NW-DAY",166
"NW-DAY",-33
"NW-DCA",199
"NW-DCA",-40
"NW-DEN",208
"NW-DEN",-46
"NW-DFW",192
"NW-DFW",-44
"NW-DLH",184
"NW-DLH",-25
"NW-DSM",129
"NW-DSM",-36
"NW-DTW",257
"NW-DTW",-77
"NW-EGE",134
"NW-EGE",-34
"NW-EWR",263
"NW-EWR",-58
"NW-FAI",90
"NW-FAI",-43
"NW-FAR",195
"NW-FAR",-29
"NW-FCA",83
"NW-FCA",-34
"NW-FLL",192
"NW-FLL",-41
"NW-FNT",202
"NW-FNT",-34
"NW-FSD",174
"NW-FSD",-29
"NW-FWA",103
"NW-FWA",-27
"NW-GEG",101
"NW-GEG",-37
"NW-GFK",120
"NW-GFK",-26
"NW-GPT",107
"NW-GPT",-17
"NW-GRB",133
"NW-GRB",-32
"NW-GRR",183
"NW-GRR",-38
"NW-GSO",117
"NW-GSO",-37
"NW-GSP",78
"NW-GSP",-30
"NW-GTF",105
"NW-GTF",-35
"NW-HDN",118
"NW-HDN",-43
"NW-HLN",89
"NW-HLN",-12
"NW-HNL",143
"NW-HNL",-69
"NW-HOU",50
"NW-HOU",-35
"NW-HPN",137
"NW-HPN",-35
"NW-IAD",172
"NW-IAD",-40
"NW-IAH",175
"NW-IAH",-42
"NW-ICT",56
"NW-ICT",-20
"NW-IND",167
"NW-IND",-42
"NW-JAC",148
"NW-JAC",-38
"NW-JAN",92
"NW-JAN",-19
"NW-JAX",122
"NW-JAX",-39
"NW-JFK",239
"NW-JFK",-54
"NW-KOA",93
"NW-KOA",-47
"NW-LAN",169
"NW-LAN",-25
"NW-LAS",153
"NW-LAS",-76
"NW-LAX",149
"NW-LAX",-71
"NW-LEX",85
"NW-LEX",-21
"NW-LGA",256
"NW-LGA",-57
"NW-LIT",124
"NW-LIT",-22
"NW-LSE",120
"NW-LSE",-22
"NW-MBS",146
"NW-MBS",-28
"NW-MCI",162
"NW-MCI",-32
"NW-MCO",197
"NW-MCO",-68
"NW-MDT",155
"NW-MDT",-26
"NW-MDW",198
"NW-MDW",-35
"NW-MEM",178
"NW-MEM",-51
"NW-MHT",180
"NW-MHT",-44
"NW-MIA",165
"NW-MIA",-48
"NW-MIB",10
"NW-MIB",-20
"NW-MKE",165
"NW-MKE",-41
"NW-MOT",278
"NW-MOT",-27
"NW-MSN",193
"NW-MSN",-38
"NW-MSO",153
"NW-MSO",-36
"NW-MSP",367
"NW-MSP",-125
"NW-MSY",133
"NW-MSY",-40
"NW-MYR",80
"NW-MYR",-28
"NW-OGG",74
"NW-OGG",-50
"NW-OKC",134
"NW-OKC",-23
"NW-OMA",195
"NW-OMA",-27
"NW-ONT",133
"NW-ONT",-46
"NW-ORD",227
"NW-ORD",-36
"NW-ORF",162
"NW-ORF",-31
"NW-PBI",110
"NW-PBI",-35
"NW-PDX",148
"NW-PDX",-52
"NW-PHL",260
"NW-PHL",-47
"NW-PHX",140
"NW-PHX",-48
"NW-PIT",164
"NW-PIT",-41
"NW-PLN",33
"NW-PLN",-18
"NW-PSP",75
"NW-PSP",-51
"NW-PVD",195
"NW-PVD",-42
"NW-PWM",117
"NW-PWM",-37
"NW-RAP",128
"NW-RAP",-30
"NW-RDU",114
"NW-RDU",-36
"NW-RIC",135
"NW-RIC",-33
"NW-RNO",94
"NW-RNO",-42
"NW-ROC",169
"NW-ROC",-33
"NW-RST",152
"NW-RST",-20
"NW-RSW",250
"NW-RSW",-42
"NW-SAN",139
"NW-SAN",-65
"NW-SAT",112
"NW-SAT",-38
"NW-SAV",39
"NW-SAV",-27
"NW-SBN",62
"NW-SBN",-30
"NW-SDF",126
"NW-SDF",-35
"NW-SEA",151
"NW-SEA",-65
"NW-SFO",113
"NW-SFO",-66
"NW-SGF",104
"NW-SGF",-18
"NW-SJC",132
"NW-SJC",-48
"NW-SJU",101
"NW-SJU",-60
"NW-SLC",197
"NW-SLC",-39
"NW-SMF",143
"NW-SMF",-41
"NW-SNA",151
"NW-SNA",-53
"NW-SRQ",77
"NW-SRQ",-40
"NW-STL",161
"NW-STL",-39
"NW-STT",34
"NW-STT",-12
"NW-SUX",63
"NW-SUX",-18
"NW-SYR",136
"NW-SYR",-33
"NW-TPA",203
"NW-TPA",-39
"NW-TUS",83
"NW-TUS",-41
"NW-TVC",119
"NW-TVC",-44
"NW-TYS",69
"NW-TYS",-23
"NW-VPS",143
"NW-VPS",-31
"NW-XNA",99
"NW-XNA",-23
"OH-ABE",194
"OH-ABE",-39
"OH-ABY",53
"OH-ABY",-19
"OH-ACK",45
"OH-ACK",-21
"OH-ACY",113
"OH-ACY",-39
"OH-AGS",42
"OH-AGS",-26
"OH-ALB",165
"OH-ALB",-59
"OH-ATL",355
"OH-ATL",-90
"OH-ATW",89
"OH-ATW",-63
"OH-AUS",133
"OH-AUS",-46
"OH-AVL",95
"OH-AVL",-28
"OH-AVP",153
"OH-AVP",-58
"OH-AZO",149
"OH-AZO",-28
"OH-BDL",200
"OH-BDL",-67
"OH-BGM",97
"OH-BGM",-62
"OH-BGR",152
"OH-BGR",-53
"OH-BHM",135
"OH-BHM",-41
"OH-BIL",35
"OH-BIL",-38
"OH-BNA",179
"OH-BNA",-62
"OH-BOS",313
"OH-BOS",-67
"OH-BTR",63
"OH-BTR",-31
"OH-BTV",169
"OH-BTV",-64
"OH-BUF",181
"OH-BUF",-48
"OH-BWI",207
"OH-BWI",-61
"OH-CAE",105
"OH-CAE",-50
"OH-CAK",221
"OH-CAK",-50
"OH-CHA",130
"OH-CHA",-37
"OH-CHO",285
"OH-CHO",-47
"OH-CHS",161
"OH-CHS",-51
"OH-CID",175
"OH-CID",-30
"OH-CKB",7
"OH-CKB",-25
"OH-CLE",189
"OH-CLE",-72
"OH-CLT",254
"OH-CLT",-53
"OH-CMH",194
"OH-CMH",-52
"OH-CMI",124
"OH-CMI",-28
"OH-COS",66
"OH-COS",-67
"OH-CRW",118
"OH-CRW",-37
"OH-CVG",1368
"OH-CVG",-78
"OH-DAB",95
"OH-DAB",-41
"OH-DAY",144
"OH-DAY",-35
"OH-DCA",234
"OH-DCA",-72
"OH-DEN",199
"OH-DEN",-30
"OH-DFW",136
"OH-DFW",-49
"OH-DSM",150
"OH-DSM",-48
"OH-DTW",267
"OH-DTW",-40
"OH-ERI",144
"OH-ERI",-33
"OH-EVV",118
"OH-EVV",-33
"OH-EWR",203
"OH-EWR",-68
"OH-FLL",1357
"OH-FLL",-33
"OH-FNT",129
"OH-FNT",-36
"OH-FSD",152
"OH-FSD",-35
"OH-FWA",139
"OH-FWA",-37
"OH-GNV",10
"OH-GNV",10
"OH-GPT",72
"OH-GPT",-25
"OH-GRB",108
"OH-GRB",-51
"OH-GRR",166
"OH-GRR",-44
"OH-GSO",177
"OH-GSO",-54
"OH-GSP",158
"OH-GSP",-57
"OH-HLN",78
"OH-HLN",-37
"OH-HOU",53
"OH-HOU",-58
"OH-HPN",217
"OH-HPN",-48
"OH-HSV",169
"OH-HSV",-63
"OH-HTS",146
"OH-HTS",-34
"OH-HVN",137
"OH-HVN",-43
"OH-IAD",187
"OH-IAD",-48
"OH-IAH",131
"OH-IAH",-84
"OH-ICT",110
"OH-ICT",-37
"OH-ILM",79
"OH-ILM",-27
"OH-IND",164
"OH-IND",-56
"OH-ISP",150
"OH-ISP",-50
"OH-JAN",137
"OH-JAN",-27
"OH-JAX",195
"OH-JAX",-50
"OH-JFK",322
"OH-JFK",-91
"OH-LAN",153
"OH-LAN",-30
"OH-LEX",265
"OH-LEX",-34
"OH-LGA",301
"OH-LGA",-83
"OH-LIT",187
"OH-LIT",-27
"OH-MCI",88
"OH-MCI",-34
"OH-MCN",10
"OH-MCN",-5
"OH-MCO",166
"OH-MCO",-50
"OH-MDT",335
"OH-MDT",-46
"OH-MDW",128
"OH-MDW",-65
"OH-MEM",204
"OH-MEM",-51
"OH-MHT",159
"OH-MHT",-48
"OH-MIA",160
"OH-MIA",-40
"OH-MKE",135
"OH-MKE",-57
"OH-MLB",104
"OH-MLB",-58
"OH-MLI",125
"OH-MLI",-22
"OH-MOB",37
"OH-MOB",-30
"OH-MSN",179
"OH-MSN",-34
"OH-MSP",166
"OH-MSP",-63
"OH-MSY",131
"OH-MSY",-90
"OH-MYR",165
"OH-MYR",-103
"OH-OKC",147
"OH-OKC",-34
"OH-OMA",156
"OH-OMA",-63
"OH-ORD",240
"OH-ORD",-58
"OH-ORF",657
"OH-ORF",-60
"OH-PBI",185
"OH-PBI",-61
"OH-PFN",50
"OH-PFN",-21
"OH-PHF",66
"OH-PHF",-39
"OH-PHL",249
"OH-PHL",-98
"OH-PHX",37
"OH-PHX",-9
"OH-PIT",198
"OH-PIT",-53
"OH-PNS",85
"OH-PNS",-67
"OH-PVD",122
"OH-PVD",-42
"OH-PWM",283
"OH-PWM",-49
"OH-RDU",350
"OH-RDU",-52
"OH-RIC",285
"OH-RIC",-49
"OH-RNO",10
"OH-RNO",-13
"OH-ROA",107
"OH-ROA",-39
"OH-ROC",160
"OH-ROC",-64
"OH-RSW",213
"OH-RSW",-43
"OH-SAT",143
"OH-SAT",-41
"OH-SAV",184
"OH-SAV",-49
"OH-SBA",80
"OH-SBA",-20
"OH-SBN",172
"OH-SBN",-65
"OH-SCE",191
"OH-SCE",-30
"OH-SDF",156
"OH-SDF",-45
"OH-SEA",39
"OH-SEA",-38
"OH-SFO",106
"OH-SFO",-33
"OH-SGF",119
"OH-SGF",-79
"OH-SHV",83
"OH-SHV",-31
"OH-SLC",1380
"OH-SLC",-46
"OH-SRQ",124
"OH-SRQ",-96
"OH-STL",226
"OH-STL",-56
"OH-SWF",117
"OH-SWF",-44
"OH-SYR",180
"OH-SYR",-52
"OH-TLH",103
"OH-TLH",-37
"OH-TOL",138
"OH-TOL",-34
"OH-TPA",105
"OH-TPA",-40
"OH-TRI",179
"OH-TRI",-24
"OH-TTN",139
"OH-TTN",-50
"OH-TUL",122
"OH-TUL",-35
"OH-TVC",43
"OH-TVC",-25
"OH-TYS",152
"OH-TYS",-42
"OH-VPS",59
"OH-VPS",-28
"OH-XNA",210
"OH-XNA",-33
"OO-ABE",162
"OO-ABE",-82
"OO-ABI",74
"OO-ABI",-39
"OO-ABQ",147
"OO-ABQ",-48
"OO-ACT",108
"OO-ACT",-710
"OO-ACV",386
"OO-ACV",-407
"OO-ALB",127
"OO-ALB",-36
"OO-AMA",2
"OO-AMA",2
"OO-ASE",181
"OO-ASE",-44
"OO-ATL",186
"OO-ATL",-59
"OO-ATW",143
"OO-ATW",-24
"OO-AUS",229
"OO-AUS",-200
"OO-AVP",138
"OO-AVP",-39
"OO-AZO",185
"OO-AZO",-31
"OO-BDL",84
"OO-BDL",-60
"OO-BFF",-38
"OO-BFF",-38
"OO-BFL",121
"OO-BFL",-57
"OO-BHM",154
"OO-BHM",-97
"OO-BIL",335
"OO-BIL",-53
"OO-BIS",132
"OO-BIS",-52
"OO-BLI",51
"OO-BLI",-31
"OO-BMI",150
"OO-BMI",-34
"OO-BNA",246
"OO-BNA",-65
"OO-BOI",270
"OO-BOI",-245
"OO-BPT",123
"OO-BPT",-49
"OO-BTM",107
"OO-BTM",-40
"OO-BTR",11
"OO-BTR",11
"OO-BTV",137
"OO-BTV",-73
"OO-BUF",145
"OO-BUF",-28
"OO-BUR",113
"OO-BUR",-74
"OO-BWI",133
"OO-BWI",-40
"OO-BZN",202
"OO-BZN",-55
"OO-CAK",117
"OO-CAK",-38
"OO-CDC",147
"OO-CDC",-175
"OO-CEC",110
"OO-CEC",-65
"OO-CHS",129
"OO-CHS",-41
"OO-CIC",139
"OO-CIC",-30
"OO-CID",180
"OO-CID",-72
"OO-CLD",73
"OO-CLD",-24
"OO-CLE",197
"OO-CLE",-87
"OO-CLL",103
"OO-CLL",-47
"OO-CLT",68
"OO-CLT",-55
"OO-CMH",145
"OO-CMH",-43
"OO-COD",121
"OO-COD",-37
"OO-COS",527
"OO-COS",-240
"OO-CPR",128
"OO-CPR",-59
"OO-CRW",239
"OO-CRW",-35
"OO-CVG",198
"OO-CVG",-36
"OO-CWA",146
"OO-CWA",-22
"OO-CYS",15
"OO-CYS",-61
"OO-DAB",51
"OO-DAB",-32
"OO-DAY",136
"OO-DAY",-39
"OO-DEN",308
"OO-DEN",-254
"OO-DFW",220
"OO-DFW",-81
"OO-DRO",90
"OO-DRO",-29
"OO-DSM",213
"OO-DSM",-36
"OO-DTW",254
"OO-DTW",-34
"OO-EKO",87
"OO-EKO",-748
"OO-ELP",121
"OO-ELP",-116
"OO-EUG",157
"OO-EUG",-77
"OO-EWR",192
"OO-EWR",-92
"OO-FAR",211
"OO-FAR",-103
"OO-FAT",313
"OO-FAT",-146
"OO-FCA",143
"OO-FCA",-86
"OO-FLL",28
"OO-FLL",-15
"OO-FMN",-20
"OO-FMN",-52
"OO-FNT",71
"OO-FNT",-26
"OO-FSD",173
"OO-FSD",-74
"OO-FWA",167
"OO-FWA",-603
"OO-GCC",76
"OO-GCC",-30
"OO-GEG",122
"OO-GEG",-53
"OO-GJT",381
"OO-GJT",-144
"OO-GRB",196
"OO-GRB",-25
"OO-GRK",79
"OO-GRK",-29
"OO-GRR",189
"OO-GRR",-38
"OO-GSO",108
"OO-GSO",-129
"OO-GSP",218
"OO-GSP",-21
"OO-GTF",146
"OO-GTF",-75
"OO-GUC",134
"OO-GUC",-25
"OO-HDN",135
"OO-HDN",-25
"OO-HLN",115
"OO-HLN",-81
"OO-HOU",121
"OO-HOU",-23
"OO-HPN",199
"OO-HPN",-46
"OO-HSV",104
"OO-HSV",-28
"OO-IAD",89
"OO-IAD",-13
"OO-IAH",311
"OO-IAH",-70
"OO-ICT",212
"OO-ICT",-89
"OO-IDA",255
"OO-IDA",-108
"OO-ILE",121
"OO-ILE",-38
"OO-IND",177
"OO-IND",-196
"OO-IPL",117
"OO-IPL",-43
"OO-IYK",130
"OO-IYK",-35
"OO-JAC",142
"OO-JAC",-588
"OO-JAN",88
"OO-JAN",-33
"OO-JAX",95
"OO-JAX",-40
"OO-LAN",159
"OO-LAN",-69
"OO-LAS",503
"OO-LAS",-110
"OO-LAX",1428
"OO-LAX",-794
"OO-LBB",-51
"OO-LBB",-51
"OO-LEX",185
"OO-LEX",-117
"OO-LGB",181
"OO-LGB",-24
"OO-LIT",86
"OO-LIT",-40
"OO-LMT",54
"OO-LMT",-27
"OO-LNK",185
"OO-LNK",-161
"OO-LWS",85
"OO-LWS",-53
"OO-MBS",166
"OO-MBS",-35
"OO-MCI",186
"OO-MCI",-110
"OO-MDT",148
"OO-MDT",-36
"OO-MEM",235
"OO-MEM",-168
"OO-MFR",150
"OO-MFR",-58
"OO-MGM",28
"OO-MGM",-20
"OO-MKC",17
"OO-MKC",17
"OO-MKE",188
"OO-MKE",-71
"OO-MKG",42
"OO-MKG",-14
"OO-MLI",183
"OO-MLI",-43
"OO-MLU",128
"OO-MLU",-33
"OO-MOB",65
"OO-MOB",-13
"OO-MOD",520
"OO-MOD",-30
"OO-MRY",127
"OO-MRY",-57
"OO-MSN",233
"OO-MSN",-36
"OO-MSO",237
"OO-MSO",-73
"OO-MSP",101
"OO-MSP",-41
"OO-MSY",78
"OO-MSY",-39
"OO-MTJ",84
"OO-MTJ",-130
"OO-OAK",107
"OO-OAK",-55
"OO-OGD",45
"OO-OGD",-60
"OO-OKC",174
"OO-OKC",-222
"OO-OMA",229
"OO-OMA",-152
"OO-ONT",165
"OO-ONT",-64
"OO-ORD",347
"OO-ORD",-515
"OO-ORF",167
"OO-ORF",-37
"OO-OTH",73
"OO-OTH",-33
"OO-OXR",85
"OO-OXR",-30
"OO-PDX",181
"OO-PDX",-67
"OO-PFN",57
"OO-PFN",-33
"OO-PHL",210
"OO-PHL",-63
"OO-PHX",97
"OO-PHX",-77
"OO-PIA",258
"OO-PIA",-150
"OO-PIH",106
"OO-PIH",-131
"OO-PIT",158
"OO-PIT",-55
"OO-PMD",92
"OO-PMD",-28
"OO-PNS",96
"OO-PNS",-28
"OO-PSC",131
"OO-PSC",-145
"OO-PSP",138
"OO-PSP",-316
"OO-PUB",12
"OO-PUB",-61
"OO-PVD",204
"OO-PVD",-32
"OO-PVU",-Inf
"OO-PVU",Inf
"OO-PWM",121
"OO-PWM",-43
"OO-RAP",176
"OO-RAP",-89
"OO-RDD",89
"OO-RDD",-47
"OO-RDM",201
"OO-RDM",-39
"OO-RDU",87
"OO-RDU",-34
"OO-RFD",72
"OO-RFD",-35
"OO-RIC",22
"OO-RIC",-28
"OO-RKS",188
"OO-RKS",-13
"OO-RNO",645
"OO-RNO",-37
"OO-ROA",138
"OO-ROA",-44
"OO-ROC",37
"OO-ROC",-31
"OO-SAN",105
"OO-SAN",-64
"OO-SAT",199
"OO-SAT",-181
"OO-SAV",267
"OO-SAV",-42
"OO-SBA",168
"OO-SBA",-74
"OO-SBN",192
"OO-SBN",-225
"OO-SBP",94
"OO-SBP",-37
"OO-SDF",167
"OO-SDF",-34
"OO-SEA",150
"OO-SEA",-33
"OO-SFO",616
"OO-SFO",-687
"OO-SGF",194
"OO-SGF",-133
"OO-SGU",201
"OO-SGU",-50
"OO-SHV",111
"OO-SHV",-216
"OO-SJC",192
"OO-SJC",-50
"OO-SJT",69
"OO-SJT",-40
"OO-SLC",1435
"OO-SLC",-779
"OO-SLE",36
"OO-SLE",-37
"OO-SMF",164
"OO-SMF",-60
"OO-SMX",98
"OO-SMX",-32
"OO-SNA",136
"OO-SNA",-41
"OO-SPI",204
"OO-SPI",-24
"OO-STL",124
"OO-STL",-107
"OO-SUN",279
"OO-SUN",-32
"OO-SUX",-102
"OO-SUX",-102
"OO-SYR",151
"OO-SYR",-79
"OO-TLH",133
"OO-TLH",-45
"OO-TUL",166
"OO-TUL",-64
"OO-TUS",172
"OO-TUS",-90
"OO-TVC",227
"OO-TVC",-29
"OO-TWF",254
"OO-TWF",-126
"OO-TXK",57
"OO-TXK",-60
"OO-TYR",45
"OO-TYR",-53
"OO-TYS",179
"OO-TYS",-114
"OO-VCT",65
"OO-VCT",-27
"OO-VIS",43
"OO-VIS",-18
"OO-VPS",61
"OO-VPS",-90
"OO-WYS",72
"OO-WYS",-37
"OO-XNA",185
"OO-XNA",-56
"OO-YKM",62
"OO-YKM",-23
"OO-YUM",141
"OO-YUM",-95
"TW-ABQ",57
"TW-ABQ",-25
"TW-ANC",59
"TW-ANC",-34
"TW-ATL",211
"TW-ATL",-28
"TW-AUS",152
"TW-AUS",-27
"TW-BDL",197
"TW-BDL",-36
"TW-BNA",155
"TW-BNA",-18
"TW-BOS",135
"TW-BOS",-42
"TW-BWI",157
"TW-BWI",-29
"TW-CID",178
"TW-CID",-16
"TW-CLE",129
"TW-CLE",-24
"TW-CLT",79
"TW-CLT",-23
"TW-CMH",91
"TW-CMH",-20
"TW-COS",81
"TW-COS",-30
"TW-CVG",162
"TW-CVG",-20
"TW-DAY",142
"TW-DAY",-32
"TW-DCA",124
"TW-DCA",-36
"TW-DEN",108
"TW-DEN",-27
"TW-DFW",217
"TW-DFW",-30
"TW-DSM",131
"TW-DSM",-20
"TW-DTW",282
"TW-DTW",-29
"TW-ELP",52
"TW-ELP",-24
"TW-EWR",418
"TW-EWR",-40
"TW-FLL",110
"TW-FLL",-29
"TW-FSD",70
"TW-FSD",-21
"TW-HDN",63
"TW-HDN",-29
"TW-HNL",53
"TW-HNL",-52
"TW-IAD",89
"TW-IAD",-31
"TW-IAH",75
"TW-IAH",-38
"TW-ICT",96
"TW-ICT",-24
"TW-IND",139
"TW-IND",-23
"TW-JAX",167
"TW-JAX",-23
"TW-JFK",379
"TW-JFK",-124
"TW-KOA",47
"TW-KOA",-28
"TW-LAS",89
"TW-LAS",-56
"TW-LAX",267
"TW-LAX",-45
"TW-LGA",308
"TW-LGA",-43
"TW-LIT",178
"TW-LIT",-22
"TW-LNK",114
"TW-LNK",-16
"TW-MCI",115
"TW-MCI",-24
"TW-MCO",122
"TW-MCO",-29
"TW-MDT",63
"TW-MDT",-10
"TW-MFE",56
"TW-MFE",-16
"TW-MIA",133
"TW-MIA",-35
"TW-MKE",137
"TW-MKE",-22
"TW-MLI",200
"TW-MLI",-19
"TW-MSP",140
"TW-MSP",-28
"TW-MSY",55
"TW-MSY",-32
"TW-OGG",65
"TW-OGG",-34
"TW-OKC",95
"TW-OKC",-24
"TW-OMA",63
"TW-OMA",-20
"TW-ONT",59
"TW-ONT",-30
"TW-ORD",172
"TW-ORD",-34
"TW-ORF",99
"TW-ORF",-27
"TW-PBI",119
"TW-PBI",-32
"TW-PDX",79
"TW-PDX",-40
"TW-PHL",185
"TW-PHL",-31
"TW-PHX",103
"TW-PHX",-30
"TW-PIA",19
"TW-PIA",-12
"TW-PIT",84
"TW-PIT",-27
"TW-PWM",182
"TW-PWM",-11
"TW-RDU",121
"TW-RDU",-24
"TW-RIC",103
"TW-RIC",-31
"TW-RNO",21
"TW-RNO",-40
"TW-RSW",68
"TW-RSW",-24
"TW-SAN",99
"TW-SAN",-34
"TW-SAT",89
"TW-SAT",-28
"TW-SDF",103
"TW-SDF",-22
"TW-SEA",102
"TW-SEA",-39
"TW-SFO",87
"TW-SFO",-45
"TW-SGF",181
"TW-SGF",-22
"TW-SHV",42
"TW-SHV",-22
"TW-SJC",60
"TW-SJC",-37
"TW-SJU",92
"TW-SJU",-38
"TW-SLC",105
"TW-SLC",-35
"TW-SMF",51
"TW-SMF",-34
"TW-SNA",198
"TW-SNA",-43
"TW-SRQ",115
"TW-SRQ",-20
"TW-STL",316
"TW-STL",-195
"TW-TPA",74
"TW-TPA",-26
"TW-TUL",174
"TW-TUL",-31
"TW-TYS",134
"TW-TYS",-16
"TZ-ABQ",18
"TZ-ABQ",18
"TZ-BOS",342
"TZ-BOS",-41
"TZ-BWI",22
"TZ-BWI",14
"TZ-CLT",392
"TZ-CLT",-29
"TZ-DCA",352
"TZ-DCA",-29
"TZ-DEN",678
"TZ-DEN",-30
"TZ-DFW",287
"TZ-DFW",-30
"TZ-EWR",925
"TZ-EWR",-58
"TZ-FLL",797
"TZ-FLL",-53
"TZ-HNL",309
"TZ-HNL",-75
"TZ-HOU",413
"TZ-HOU",-36
"TZ-IND",286
"TZ-IND",-60
"TZ-ITO",35
"TZ-ITO",-32
"TZ-KOA",161
"TZ-KOA",-25
"TZ-LAS",455
"TZ-LAS",-75
"TZ-LAX",454
"TZ-LAX",-144
"TZ-LGA",894
"TZ-LGA",-65
"TZ-LIH",1010
"TZ-LIH",-32
"TZ-MCO",215
"TZ-MCO",-119
"TZ-MDW",972
"TZ-MDW",-77
"TZ-MIA",790
"TZ-MIA",-31
"TZ-MSP",956
"TZ-MSP",-35
"TZ-OAK",128
"TZ-OAK",-49
"TZ-OGG",925
"TZ-OGG",-51
"TZ-ONT",144
"TZ-ONT",-39
"TZ-ORD",-Inf
"TZ-ORD",Inf
"TZ-PHL",502
"TZ-PHL",-56
"TZ-PHX",454
"TZ-PHX",-101
"TZ-PIE",379
"TZ-PIE",-36
"TZ-PIT",416
"TZ-PIT",-25
"TZ-RSW",198
"TZ-RSW",-29
"TZ-SEA",649
"TZ-SEA",-60
"TZ-SFO",398
"TZ-SFO",-62
"TZ-SJC",517
"TZ-SJC",-31
"TZ-SJU",260
"TZ-SJU",-37
"TZ-SRQ",219
"TZ-SRQ",-32
"TZ-TPA",19
"TZ-TPA",19
"UA-ABE",129
"UA-ABE",-27
"UA-ABQ",255
"UA-ABQ",-40
"UA-ALB",250
"UA-ALB",-40
"UA-ANC",106
"UA-ANC",-67
"UA-ATL",261
"UA-ATL",-43
"UA-AUS",201
"UA-AUS",-34
"UA-BDL",273
"UA-BDL",-46
"UA-BHM",43
"UA-BHM",-27
"UA-BIL",171
"UA-BIL",-24
"UA-BNA",129
"UA-BNA",-23
"UA-BOI",201
"UA-BOI",-37
"UA-BOS",274
"UA-BOS",-66
